Year,LocationAbbr,LocationDesc,Question,DataValue,Gender
2012,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.8,Overall
2012,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.8,Female
2012,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.8,Overall
2011,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.8,Female
2011,WI,Wisconsin,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.8,Male
2014,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.8,Male
2014,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.8,Female
2013,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.8,Overall
2013,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.8,Male
2013,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.8,Female
2013,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.8,Overall
2016,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.7,Overall
2016,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.7,Female
2015,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.7,Female
2012,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.7,Female
2012,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.7,Female
2012,MT,Montana,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.7,Male
2011,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.7,Female
2011,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.7,Overall
2013,MT,Montana,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.7,Overall
2016,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,Male
2015,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,Male
2015,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,Overall
2015,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,Male
2015,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,Overall
2015,MT,Montana,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,Female
2015,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,Female
2012,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,Female
2011,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,Male
2011,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,Female
2014,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,Overall
2013,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,Female
2016,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.5,Overall
2016,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.5,Female
2016,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.5,Female
2015,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.5,Male
2012,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.5,Male
2014,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.5,Male
2014,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.5,Female
2014,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.5,Female
2014,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.5,Male
2013,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.5,Male
2015,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.4,Male
2012,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.4,Female
2012,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.4,Overall
2012,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.4,Male
2011,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.4,Male
2011,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.4,Female
2014,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.4,Overall
2014,WY,Wyoming,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.4,Female
2013,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.4,Overall
2013,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.4,Male
2016,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.3,Female
2015,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.3,Female
2012,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.3,Overall
2012,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.3,Male
2012,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.3,Overall
2011,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.3,Overall
2014,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.3,Overall
2013,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.3,Female
2016,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.2,Overall
2015,WY,Wyoming,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.2,Female
2012,MT,Montana,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.2,Overall
2012,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.2,Overall
2011,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.2,Female
2015,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.1,Female
2012,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.1,Female
2014,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.1,Overall
2013,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.1,Overall
2013,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.1,Male
2013,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.1,Overall
2013,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.1,Female
2015,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,7,Overall
2012,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,7,Overall
2014,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,7,Female
2014,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,7,Female
2013,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,7,Male
2013,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,7,Female
2013,MT,Montana,Prevalence of diagnosed diabetes among adults aged >= 18 years,7,Female
2016,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.9,Male
2012,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.9,Female
2011,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.9,Male
2015,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.8,Overall
2013,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.8,Female
2012,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.7,Female
2012,MT,Montana,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.7,Female
2011,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.7,Overall
2011,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.7,Female
2011,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.7,Overall
2014,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.7,Female
2016,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.6,Overall
2016,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.6,Female
2015,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.6,Female
2012,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.6,Male
2012,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.6,Female
2013,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.6,Female
2013,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.5,Overall
2016,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.4,Female
2011,UT,Utah,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.4,Female
2014,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.3,Male
2016,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.1,Male
2011,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.1,Female
2015,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,5.9,Female
2013,CO,Colorado,Prevalence of diagnosed diabetes among adults aged >= 18 years,5.9,Female
2015,NC,North Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,79.5,Male
2015,NC,North Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,78,Overall
2015,NC,North Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.8,Female
2013,NC,North Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.9,Male
2013,NC,North Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.6,Overall
2013,NC,North Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.4,Female
2011,NC,North Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75,Female
2015,NC,North Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,72.9,Female
2011,NC,North Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.9,Overall
2015,NC,North Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.8,Overall
2011,NC,North Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.7,Male
2011,NC,North Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.4,Female
2013,NC,North Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.6,Female
2015,NC,North Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.4,Male
2013,NC,North Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.4,Overall
2013,NC,North Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.2,Male
2011,NC,North Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.6,Overall
2011,NC,North Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.6,Male
2015,ND,North Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.1,Female
2015,ND,North Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.2,Overall
2013,ND,North Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.9,Male
2015,ND,North Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.3,Male
2013,ND,North Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.9,Overall
2013,ND,North Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.6,Female
2011,ND,North Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.6,Female
2011,ND,North Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.4,Female
2015,ND,North Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.5,Female
2011,ND,North Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.3,Overall
2015,ND,North Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.2,Overall
2013,ND,North Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.6,Female
2011,ND,North Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,65.1,Male
2015,ND,North Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.8,Male
2011,ND,North Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.6,Overall
2013,ND,North Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.8,Overall
2013,ND,North Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60.7,Male
2011,ND,North Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.2,Male
2015,OH,Ohio,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,80.7,Male
2013,OH,Ohio,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.2,Female
2015,OH,Ohio,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.1,Overall
2011,OH,Ohio,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.8,Female
2013,OH,Ohio,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.7,Overall
2011,OH,Ohio,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.6,Overall
2011,OH,Ohio,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.3,Male
2013,OH,Ohio,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73,Male
2011,OH,Ohio,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,72.6,Female
2015,OH,Ohio,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.6,Female
2011,OH,Ohio,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.6,Overall
2013,OH,Ohio,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.1,Female
2013,OH,Ohio,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.1,Overall
2013,OH,Ohio,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67,Male
2011,OH,Ohio,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.5,Male
2015,OH,Ohio,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.9,Female
2015,OH,Ohio,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.5,Overall
2015,OH,Ohio,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63,Male
2015,OK,Oklahoma,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,80,Male
2013,OK,Oklahoma,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,79.4,Male
2013,OK,Oklahoma,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,78.7,Overall
2013,OK,Oklahoma,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.8,Female
2015,OK,Oklahoma,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.7,Overall
2015,OK,Oklahoma,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.4,Female
2013,OK,Oklahoma,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,74.3,Male
2011,OK,Oklahoma,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.9,Female
2011,OK,Oklahoma,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.9,Overall
2011,OK,Oklahoma,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72,Male
2013,OK,Oklahoma,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71.2,Overall
2011,OK,Oklahoma,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.1,Male
2011,OK,Oklahoma,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.5,Overall
2011,OK,Oklahoma,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.8,Female
2015,OK,Oklahoma,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.1,Male
2013,OK,Oklahoma,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.5,Female
2015,OK,Oklahoma,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67,Overall
2015,OK,Oklahoma,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66,Female
2013,OR,Oregon,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.8,Male
2011,OR,Oregon,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.5,Female
2013,OR,Oregon,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.4,Overall
2011,OR,Oregon,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.9,Overall
2011,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.7,Female
2011,OR,Oregon,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.4,Male
2015,OR,Oregon,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.3,Male
2015,OR,Oregon,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.6,Overall
2013,OR,Oregon,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.6,Female
2013,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.6,Female
2011,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.5,Overall
2015,OR,Oregon,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,65.5,Female
2015,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64,Male
2015,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.4,Overall
2015,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.6,Female
2011,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.5,Male
2013,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62,Overall
2013,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,57.5,Male
2015,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.3,Female
2015,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.1,Overall
2011,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.6,Female
2015,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74,Male
2013,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.7,Female
2013,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.6,Overall
2013,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.4,Male
2011,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.4,Overall
2013,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.1,Female
2013,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.3,Overall
2011,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.5,Male
2013,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.3,Male
2011,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.7,Female
2015,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.1,Female
2015,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.6,Overall
2011,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.6,Overall
2015,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.2,Male
2011,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.6,Male
2013,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,78.2,Female
2013,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.9,Overall
2013,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.5,Male
2015,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.3,Female
2015,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75,Overall
2015,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.9,Male
2011,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71,Female
2011,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.9,Overall
2011,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.6,Male
2015,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.3,Female
2015,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.5,Overall
2011,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,61.8,Female
2013,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60.8,Female
2011,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.4,Overall
2015,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,58.5,Male
2013,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,57.4,Overall
2011,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,56.4,Male
2013,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,53.1,Male
2015,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.8,Female
2015,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.7,Overall
2011,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.5,Female
2013,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.3,Female
2013,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.4,Overall
2015,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.8,Male
2013,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.7,Male
2011,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71.3,Female
2011,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.4,Overall
2011,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68,Overall
2013,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.9,Female
2011,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.9,Male
2013,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.1,Overall
2015,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65,Male
2015,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.6,Overall
2013,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.5,Male
2011,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.3,Male
2015,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.2,Female
2013,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,82.3,Male
2013,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,80.7,Overall
2015,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,80.3,Female
2013,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,79.5,Female
2015,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,78.9,Overall
2015,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.5,Male
2011,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.6,Female
2011,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.3,Overall
2013,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,72.7,Male
2013,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71.2,Overall
2013,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70,Female
2011,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.4,Male
2011,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.1,Female
2011,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.9,Overall
2011,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.6,Male
2015,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.6,Female
2015,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.1,Overall
2015,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.6,Male
2013,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,79,Male
2013,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.5,Overall
2011,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.3,Female
2015,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.6,Male
2011,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.3,Overall
2013,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.1,Female
2015,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70,Overall
2013,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70,Overall
2013,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.9,Male
2011,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.3,Male
